date,open,high,low,close,volume
2023-01-01,194.24750838959753,195.3397816159731,193.2235349672137,194.92058642815232,15018599
2023-01-02,194.40253500409807,194.98195303968404,189.19111044881342,190.88360522722368,18189510
2023-01-03,194.10938169007125,198.62682478160613,195.16516837648982,195.86132403594618,7411844
2023-01-04,198.90843624156042,202.53281985079434,196.0828487886384,200.56824608341896,13143789
2023-01-05,215.30466374912854,213.87282543903265,210.2947885926107,211.91281658184363,11715101
2023-01-06,225.17127799374066,227.67897310877296,225.82899859904018,226.4124846136548,6954504
2023-01-07,228.71249065469948,241.13374221415071,223.06527502964346,228.93477492624248,5351534
2023-01-08,229.72321333388743,235.3455487371383,232.0432148840211,233.32129784963115,9510838
2023-01-09,233.21548850695987,230.39966690003857,227.4745011085269,230.3463439921095,15462085
2023-01-10,223.94008071917003,232.82485550604702,225.43868648858617,227.68766205994893,15047488
2023-01-11,209.46740973466046,219.94504611643677,208.3519669897513,210.25812292612628,8293593
2023-01-12,204.20489179974982,204.22255583451303,199.85322438049064,200.763316273517,13857881
2023-01-13,193.3947172546666,196.4870070220573,192.08423413074578,192.22236263367463,8756673
2023-01-14,196.33745288028385,196.76586303108104,193.67222558325295,194.25405903986368,13736995
2023-01-15,195.26946298455073,194.89567461901194,190.71554378651427,191.9359453338133,17928536
2023-01-16,211.61013093872631,207.9938952832174,205.4497345433593,207.66989879942645,18044021
2023-01-17,228.2756094734174,228.36710637551883,222.76634532495785,224.43291328954075,14557259
2023-01-18,236.01752088369335,239.13821421769646,230.5338831614403,233.0821040844628,7510441
2023-01-19,242.17849828145899,249.04048455635908,239.74036391634533,242.2200723501279,12632960
2023-01-20,257.9685515967087,261.4295505068349,249.46862359841245,253.95289176042652,9611923
2023-01-21,248.07330323147548,253.14895800331573,250.1222884526417,253.12931282922034,16267564
2023-01-22,247.8548253808471,253.91131319815477,252.25297276462805,252.48463886027594,18540183
2023-01-23,247.43453106812825,244.0393274022007,240.1559363941792,243.10440547386816,5788747
2023-01-24,240.43016191944665,242.00278297442492,237.20717322432608,239.6377920427041,17433168
2023-01-25,252.65211409043974,251.70143509676382,244.82821368072737,251.06791769200174,18259471
2023-01-26,251.24889221178677,253.76022035750637,247.71052886088185,252.69377085767752,11965406
2023-01-27,247.45133544183304,252.71374469661993,248.06669609935318,249.26097539516044,16250707
2023-01-28,247.38629604011535,248.76865736009304,243.732306516237,246.52342566008997,7070237
2023-01-29,249.97537491673913,252.34732994198316,240.5379114477337,247.3396786111224,18803305
2023-01-30,259.977104325496,263.0476166273223,251.5784209229671,258.6376383952482,15261697
2023-01-31,245.79217219608182,259.77495673820323,245.57498961809924,245.6841671068251,17456777
2023-02-01,239.440042021582,243.40855687134982,238.46556979147132,243.24559249312023,5812171
2023-02-02,248.5153102159413,253.03259079949203,249.45475333829668,251.5558602711542,19939068
2023-02-03,240.86212037122016,245.825157566206,235.38213531902528,237.71430435761135,17455166
2023-02-04,253.4797911603431,252.91320960336122,245.96332819988893,250.9017528014909,19525514
2023-02-05,239.36183683787272,245.64514120192243,233.44387521293345,242.92123092687282,10406343
2023-02-06,251.0241303144834,251.0640546242426,247.2181049661167,249.77211918679583,10212651
2023-02-07,252.51932765606907,253.32478248177222,249.44022429186379,250.38577804264665,18626733
2023-02-08,253.75341479102218,255.98428379176357,248.57089755486666,254.22058255349316,11022433
2023-02-09,244.92111194186575,249.9277093410277,240.84423966948563,242.42738516785013,16568438
