date,open,high,low,close,volume
2023-01-01,2544.5070303757743,2533.1424685552033,2489.2219419243843,2524.9594796479496,4132514
2023-01-02,2532.391418399612,2527.9927420505423,2507.7021422259263,2518.2952333383873,4605179
2023-01-03,2559.0022912881113,2569.0270778884255,2543.00846538715,2551.7536957284196,3020320
2023-01-04,2609.756205395634,2647.741260768336,2610.5310351306634,2631.644117693728,1648307
2023-01-05,2602.8970911480014,2647.650727353658,2616.405318693329,2620.6320237029054,3162878
2023-01-06,2630.7908577718154,2634.2927220422443,2599.440764678179,2609.986437240593,1141564
2023-01-07,2701.454398311598,2718.3392711548036,2644.8701255154065,2695.7163471927843,2426388
2023-01-08,2712.8649630348714,2748.2302676042386,2734.9755843282205,2739.7585949601744,3067359
2023-01-09,2695.1595711250857,2725.8139376624135,2709.8169605672574,2716.8141259638887,3365398
2023-01-10,2758.4746357333306,2776.3061811809594,2747.4368483253047,2749.4837266644618,4851424
2023-01-11,2700.457511537911,2740.5252325981915,2675.1223262687627,2727.4559662593024,3215167
2023-01-12,2687.455094079742,2710.834460162251,2705.0934640467003,2705.8108793731485,4886402
2023-01-13,2725.5887837986447,2753.059585242577,2721.294775823846,2722.934805173559,3351231
2023-01-14,2634.9575214120823,2656.2825007128868,2560.226235705786,2624.8834707612423,3648081
2023-01-15,2547.9447355060265,2560.8644008270453,2535.338021251234,2540.2244214559523,1689944
2023-01-16,2502.558330215508,2550.564405725343,2508.847255806424,2516.4355001787526,1688105
2023-01-17,2481.294955120006,2472.5890980432496,2469.952203025405,2470.8098648555483,3610910
2023-01-18,2478.4755715556194,2516.5725238226955,2462.4503936415476,2491.568811129395,2989173
2023-01-19,2443.565002326534,2460.9956252503516,2424.104371090157,2452.127847573301,4080761
2023-01-20,2401.1657046590894,2404.8008441784377,2371.4198543159096,2389.386440238602,2414466
2023-01-21,2473.877498751719,2475.4099280406094,2446.985347177399,2466.496119454864,4114855
2023-01-22,2478.899373713061,2499.56760207154,2439.319226202361,2461.705668727742,1445101
2023-01-23,2479.47343365668,2472.5675602870456,2437.009439262464,2471.6820545075243,3133783
2023-01-24,2412.31173795619,2446.713189308096,2375.2497204003175,2409.0206013025627,4912305
2023-01-25,2370.5255740192924,2452.5580258714035,2375.921917018911,2389.9474934221607,4218719
2023-01-26,2396.242493478632,2422.3460325359597,2349.97114588953,2402.5990110936864,2052590
2023-01-27,2344.3492577345005,2357.4604677548773,2332.078959108266,2355.41015227234,4418965
2023-01-28,2368.842874076351,2388.1537301532685,2367.550519720031,2381.0342626907127,2066646
2023-01-29,2383.0150140996066,2362.8486402590024,2358.330007405964,2360.682459702442,2870785
2023-01-30,2350.263773963522,2402.1127124372756,2343.441151879011,2355.299511500936,2105534
2023-01-31,2354.003718246205,2340.8205896843733,2299.471049348889,2335.6897359473905,4227802
2023-02-01,2439.4389119455464,2441.746309852295,2431.3893788109085,2433.0575554496677,2583593
2023-02-02,2456.348883887599,2478.0400335104964,2416.009659331258,2441.950591148384,2803649
2023-02-03,2400.6426702003178,2412.9572223500513,2389.147400144926,2400.5160625131703,2224665
2023-02-04,2454.283339510584,2470.3265092103256,2427.9836362416368,2450.514258194835,3294544
2023-02-05,2401.3164019601177,2413.726380942097,2364.4514038598904,2401.6758034343,1158823
2023-02-06,2407.6192323634937,2444.5585570426924,2403.410600130894,2422.384002584161,4121056
2023-02-07,2350.266120773951,2347.5483050034195,2332.3202267125303,2339.856002430989,4775880
2023-02-08,2279.108909048602,2301.2727729169665,2270.5231943894705,2289.1457895178914,2441578
2023-02-09,2287.2088706302884,2321.029906247252,2280.7548057106137,2309.1776494001483,4879157
2023-02-10,2361.894326251782,2357.3286750904335,2349.685679552577,2355.0424575865027,1498863
2023-02-11,2359.684212143986,2398.0271220211716,2343.9766716408362,2375.0215943236813,1367654
2023-02-12,2402.733430389026,2398.4733314114637,2343.4658998696073,2381.752166637097,3676188
2023-02-13,2401.5569652606937,2387.7486117731933,2375.556220872278,2379.950415154934,3627241
2023-02-14,2342.3624716594695,2332.196163105132,2317.049845193959,2323.087148989579,4295990
2023-02-15,2296.5547958933307,2336.2320066281836,2284.53233819814,2302.5340762366245,4588633
2023-02-16,2272.071650407965,2301.099364711874,2265.926033314131,2294.305461023982,3332514
2023-02-17,2377.0437672317667,2363.0067720285424,2325.732844631931,2356.8540801946074,2492785
2023-02-18,2383.667529080713,2387.2182190774224,2374.636908901325,2387.096155950474,4699608
2023-02-19,2339.896362277337,2323.6981591977024,2311.374943590962,2318.259819941913,1797079
