date,open,high,low,close,volume
2023-01-01,151.9934844515099,154.7125838230414,150.51186110521698,151.49756877887697,3981467
2023-01-02,152.39985406060194,152.63977772462752,150.3439812439357,151.07992993241038,4441628
2023-01-03,153.76307567509227,155.37658052184034,152.1445012424111,153.05116705703367,2101844
2023-01-04,156.88759764273559,158.5512319295793,156.42390606919875,157.78717267686562,2481006
2023-01-05,155.58037031326867,159.04267311877362,156.97674711383377,157.05295176276448,4358671
2023-01-06,155.57966843710503,157.42918982330028,155.0239744555878,156.32294010839564,4928932
2023-01-07,161.65047833311826,162.0597484510014,160.90730890126298,161.34367388023605,4567546
2023-01-08,162.37470132734504,165.11382707120015,163.7623183216357,163.84463076656675,3805843
2023-01-09,162.30777580655703,163.8241619683898,161.93171294265724,162.3195723905664,1573189
2023-01-10,164.4153638139494,164.19521000636948,162.60824081121007,164.09753036712982,2410706
2023-01-11,162.05234405933305,167.8613747282861,161.65357394734576,162.5913542647275,4340216
2023-01-12,161.96515496469283,162.74252726134833,159.8754402383981,161.0923174700462,4833284
2023-01-13,160.60928438661279,162.29185023484465,161.0720856737082,161.88298537127235,3487682
2023-01-14,154.49106503618495,157.75929786822678,154.29188538083994,155.8150637083067,2840634
2023-01-15,151.22839625683315,152.99881351296122,150.39182314304352,150.5413593459063,1662784
2023-01-16,148.8550591359852,150.99751293066575,147.74990454115272,148.8684831543333,2847865
2023-01-17,146.44405580914508,146.53631892982713,143.45875155594547,145.89431902256422,3338683
2023-01-18,146.63460181417412,147.01794375243412,146.02818867355566,146.8259826151571,4392421
2023-01-19,143.46457200207237,146.274185277129,143.24045140701128,144.1959278846071,2986062
2023-01-20,141.08729243849675,142.20554906489016,139.3926399368769,140.19257691421583,4091617
2023-01-21,145.24112897728043,146.0558920766701,143.2745890211817,144.37655630709637,1919484
2023-01-22,144.30012097189618,143.7551150200929,141.1460611177446,143.7404059766395,1703650
2023-01-23,143.29369461302431,145.36256597248865,141.60684508748076,143.94968733810862,4696447
2023-01-24,140.17350206196647,140.56757855792227,139.85371782379934,139.92099876142186,2286936
2023-01-25,138.03672180330435,138.69714776067963,138.06209407453213,138.42160613290355,1344855
2023-01-26,137.61215638687304,139.57825298841357,137.4907807708848,138.74547920592477,2555979
2023-01-27,136.7365727918609,135.6994334553445,134.738816603415,135.60477849261056,2074961
2023-01-28,135.65250398558476,137.17155458780815,134.3746578611301,136.64504265900544,1431374
2023-01-29,136.24723073905224,135.18459191950194,134.94207954703072,135.0313079634438,4561963
2023-01-30,134.11932173263972,135.153316879833,132.63834912218562,134.26431168721737,3377935
2023-01-31,131.8416043341133,134.78139883549545,131.81228008341725,132.6771174416933,2134106
2023-02-01,137.8200365072377,139.40916675640668,137.6393672434443,137.70463741191864,2803847
2023-02-02,138.71537178146502,140.62530452253162,136.50367662735417,137.68836572852342,1283707
2023-02-03,135.4535741913256,137.45931739974978,134.30888266151808,134.82736878331352,3474968
2023-02-04,137.92635342051904,137.2939253998379,135.70636446677588,137.08584951287446,2971856
2023-02-05,134.22629356649784,134.5885614490235,133.0294955685863,133.80138487926413,2478236
2023-02-06,134.9012017513,134.76203154862563,133.2613822340062,134.38442225059876,1986420
2023-02-07,130.14461301661106,130.04678744343215,127.78194242949579,129.2419981415979,2450503
2023-02-08,125.24651271530952,126.13870966306438,125.20983198929635,125.87673217538477,2778254
2023-02-09,126.36995908872726,127.01982895434733,124.57459703042069,126.39669208101012,3442266
2023-02-10,127.58629332036692,129.05784413597317,125.13051785697274,128.30167925587145,1243373
2023-02-11,130.02312107895057,129.86121702182842,127.74106834923312,128.76720812135397,1347697
2023-02-12,129.63650316411227,128.95406045714162,127.75380166153515,128.49531229351462,2210355
2023-02-13,126.57311735817851,128.6350719384243,127.49049051817494,127.7498807567269,2218758
2023-02-14,124.56349915240112,125.1694376607952,123.59303368115525,124.0534529525633,2046914
2023-02-15,123.34657741203823,122.68221276236261,121.56765355363153,122.30636588599337,4862876
2023-02-16,120.43684472703868,122.19648159414696,121.10624513022339,121.21120165212731,2655743
2023-02-17,123.99705765680918,124.60844790052498,123.63601291743588,123.82878614833118,1956331
2023-02-18,125.74742242080886,125.74495116524172,123.25474846657866,124.71110234870504,2286836
2023-02-19,119.29586741836017,121.0928565041421,120.11192679651738,120.41829604079332,4020311
